Tyre Condition,Make Year,Registration Number,Mileage,Price,Service Record,Insurance,Registration Certificate,Accessories,Car Age,Price per Mile,Company Name_Ford,Company Name_Honda,Company Name_Hyundai,Company Name_Kia,Company Name_Maruti Suzuki,Company Name_Nissan,Company Name_Renault,Company Name_Toyota,Company Name_Volkswagen,Car Name_Camry,Car Name_Cruze,Car Name_Elantra,Car Name_F-150,Car Name_Kwid,Car Name_Polo,Car Name_Seltos,Car Name_Sunny,Car Name_Swift,Variant_GT,Variant_Highline,Variant_LE,Variant_RXE,Variant_SE,Variant_SL,Variant_XL,Variant_ZXI,Fuel Type_Diesel,Fuel Type_Petrol,Transmission Type_Automatic (Tiptronic),Transmission Type_Manual,Body Color_Blue,Body Color_Gold,Body Color_Grey,Body Color_Maroon,Body Color_Red,Body Color_Silver,Body Color_White,Owner Type_Second,Owner Type_Third
New,2018.0,63-164-7921,-1.5040466800699333,0.09587078890678233,No Service Record,Valid Until [date],Not Available,GPS,0.525856040630584,1.8099246393058321,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Needs Replacement,2016.0,19-313-1460,-0.361994766389079,-1.091359659224074,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, GPS",1.2170443169589014,-0.5002792699942687,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Needs Replacement,2016.0,17-521-9471,-0.04843559176631853,0.440635217850398,Full Service History,Valid Until [date],Available,GPS,1.2170443169589014,-0.2507026726638994,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
New,2021.0,18-319-9342,1.0688204232494267,0.3482279270983092,No Service Record,No Current Insurance,Not Available,Leather Seats,-0.5109263738618921,-0.501115859962208,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
Used,2019.0,54-547-5118,1.389114286398513,-1.6253151052811035,Major Service at 146566 km,No Current Insurance,Not Available,"Leather Seats, GPS, Alloy Wheels, Sunroof",0.18026190246642526,-0.7658263089210298,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
Needs Replacement,2017.0,51-586-2243,-0.7785190452726185,0.21263634194687436,Full Service History,Valid Until [date],Available,Music System,0.8714501787947426,0.08744381553998755,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
New,2016.0,44-704-1672,-0.0373971851710304,-0.4130121397924873,Full Service History,No Current Insurance,Available,Leather Seats,1.2170443169589014,-0.4287625071098112,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
Needs Replacement,2015.0,31-415-6382,1.5305607526399296,0.994871179069911,Major Service at 66929 km,Valid Until [date],Not Available,"Music System, Alloy Wheels, Leather Seats",1.56263845512306,-0.4811186157713785,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Used,2024.0,83-923-7359,-0.8723184905497079,-1.7113157444984057,No Service Record,No Current Insurance,Not Available,"GPS, Leather Seats, Music System, Sunroof",-1.5477087883543683,-0.539052337153923,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
New,2024.0,87-231-6139,1.2834120894746284,0.17811834239390878,Major Service at 127053 km,Valid Until [date],Not Available,Sunroof,-1.5477087883543683,-0.547153632474666,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
New,2022.0,44-867-3698,1.4086881003774334,-0.5658064500785452,No Service Record,No Current Insurance,Available,"Music System, Alloy Wheels, Leather Seats",-0.8565205120260508,-0.6451179310650323,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
Used,2022.0,97-119-7893,-0.9382248007271216,0.7377609980505492,Major Service at 84242 km,Valid Until [date],Available,"Alloy Wheels, GPS, Music System",-0.8565205120260508,0.45969766067470896,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True
New,2018.0,88-432-1473,-0.935811837458331,-0.18550674920988638,No Service Record,Valid Until [date],Available,Sunroof,0.525856040630584,0.08969205762313917,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
Needs Replacement,2019.0,59-837-2061,0.34993744103557256,0.5796032815134096,Full Service History,No Current Insurance,Not Available,"Music System, Alloy Wheels, Sunroof",0.18026190246642526,-0.3396662066773961,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
Needs Replacement,2020.0,95-153-6797,1.6084598504070036,-0.2617632177482664,No Service Record,Valid Until [date],Not Available,Music System,-0.16533223569773342,-0.6258061435779212,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Used,2023.0,53-119-8394,1.2183521171601488,0.9399384709777197,No Service Record,No Current Insurance,Not Available,GPS,-1.2021146501902096,-0.4475000537347915,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True
Used,2021.0,93-831-1957,-0.8417602915412187,0.7132598847485947,Major Service at 56247 km,Valid Until [date],Not Available,Sunroof,-0.5109263738618921,0.3269990842577109,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Needs Replacement,2018.0,15-899-8312,-1.287078064953087,-0.7156095467088346,Full Service History,Valid Until [date],Available,"Alloy Wheels, Music System, Sunroof, GPS",0.525856040630584,0.3250366395285137,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
Needs Replacement,2020.0,35-632-3003,0.23764461309394655,-0.8157048193026675,Full Service History,Valid Until [date],Not Available,Leather Seats,-0.16533223569773342,-0.5590053980042418,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Needs Replacement,2020.0,86-865-5627,-1.1885247218927089,-0.9615037587237152,Full Service History,Valid Until [date],Available,Sunroof,-0.16533223569773342,0.021703399410395684,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
New,2019.0,69-150-5598,-1.057972604737996,-0.3495300149562394,No Service Record,No Current Insurance,Not Available,Sunroof,0.18026190246642526,0.15817627711644977,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
New,2020.0,96-533-2831,-1.6412074354309605,1.3414147524600113,No Service Record,Valid Until [date],Available,Sunroof,-0.16533223569773342,5.2289132337218325,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Needs Replacement,2017.0,28-116-5026,1.2749307036567155,-1.4985543100830234,No Service Record,Valid Until [date],Not Available,Music System,0.8714501787947426,-0.7464952561958486,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
Needs Replacement,2024.0,45-211-7187,-1.4621439522604136,0.2735125179831617,Major Service at 130320 km,No Current Insurance,Not Available,"Sunroof, GPS, Music System, Leather Seats",-1.5477087883543683,1.7022501705281132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
New,2019.0,30-638-4852,0.5629984962320638,1.2246665146943376,Major Service at 111891 km,No Current Insurance,Available,"Leather Seats, GPS",0.18026190246642526,-0.28740059329136414,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Needs Replacement,2021.0,68-505-5225,1.5922713878798194,-1.1041166876517878,Major Service at 142838 km,No Current Insurance,Available,"Leather Seats, GPS",-0.5109263738618921,-0.7160377799464757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
New,2019.0,34-652-9677,0.7883584612239577,-0.6962727140021507,Major Service at 144631 km,Valid Until [date],Available,"Sunroof, Music System",0.18026190246642526,-0.6086230966671277,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
Needs Replacement,2022.0,74-483-6720,-1.4513396391165754,0.5077102621284519,Full Service History,No Current Insurance,Available,"Music System, Sunroof",-0.8565205120260508,1.841222739740229,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Needs Replacement,2022.0,73-948-1320,-1.644160614356943,-0.18019095996345527,No Service Record,Valid Until [date],Available,"GPS, Sunroof, Music System",-0.8565205120260508,2.9349609182731706,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
New,2015.0,80-196-1230,-1.5722759175732721,1.3842137820035492,Full Service History,No Current Insurance,Available,GPS,1.56263845512306,3.9408467042569852,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
New,2022.0,87-803-6752,-1.6629781264157946,-0.21660065324662478,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Music System",-0.8565205120260508,3.194489646058663,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Used,2023.0,30-668-4549,0.8821939208781933,0.16582882637549023,Full Service History,No Current Insurance,Available,Leather Seats,-1.2021146501902096,-0.5003232667429274,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Used,2018.0,42-739-2554,1.4472775054895093,-0.03601099870052263,Major Service at 107351 km,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS",0.525856040630584,-0.587857634252108,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
Used,2017.0,86-197-7043,1.688681875500003,0.47084604289180093,No Service Record,No Current Insurance,Not Available,"Sunroof, Music System, Alloy Wheels, GPS",0.8714501787947426,-0.5541839756782001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Used,2022.0,59-275-6632,0.21749456908068812,1.2241600429176012,No Service Record,Valid Until [date],Not Available,"Sunroof, Alloy Wheels, Leather Seats, GPS",-0.8565205120260508,-0.18987651384632792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
Used,2018.0,45-420-2586,1.43676130736284,1.1460162094676218,No Service Record,No Current Insurance,Available,"GPS, Leather Seats, Music System, Sunroof",0.525856040630584,-0.4526352055010835,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
Needs Replacement,2020.0,63-285-3411,-1.6337164449845658,-1.1893814277063104,Major Service at 144984 km,No Current Insurance,Available,Sunroof,-0.16533223569773342,1.2714727297053268,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
Used,2022.0,86-447-4499,1.529012134422646,-0.037210081453992835,Full Service History,No Current Insurance,Not Available,Sunroof,-0.8565205120260508,-0.5950265105995212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
Needs Replacement,2020.0,59-399-5330,0.4667860876861838,-1.7247697127214576,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels, Music System",-0.16533223569773342,-0.7362894205587426,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
New,2022.0,25-560-2576,0.6548531651432624,-0.6049649431756267,Major Service at 109855 km,No Current Insurance,Not Available,"Alloy Wheels, Music System, GPS",-0.8565205120260508,-0.5807027953566619,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True
New,2019.0,19-373-4706,0.7873320514752931,1.376716268180407,Major Service at 103355 km,Valid Until [date],Not Available,"Alloy Wheels, Sunroof, GPS",0.18026190246642526,-0.3158052441650563,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True
Used,2023.0,68-244-9841,-1.5675220197899833,1.5642969647729148,Major Service at 84026 km,Valid Until [date],Available,"Alloy Wheels, Sunroof, Music System",-1.2021146501902096,4.082031632994527,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
Used,2015.0,45-978-6682,-1.2691609123228886,-1.2692741038725424,Full Service History,No Current Insurance,Not Available,"Sunroof, Leather Seats, Alloy Wheels, GPS",1.56263845512306,-0.04848336216229335,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Needs Replacement,2017.0,17-883-5727,-1.2175703170610608,-1.3701702079082236,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, Sunroof, GPS",0.8714501787947426,-0.16966756816633272,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
New,2023.0,31-866-4876,-0.441550525504875,1.5312204618152763,Major Service at 62971 km,Valid Until [date],Available,"Alloy Wheels, Sunroof",-1.2021146501902096,0.20593336240403287,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
New,2016.0,34-584-2231,1.134600683106829,-0.21257052312575558,Major Service at 70175 km,No Current Insurance,Available,Leather Seats,1.2170443169589014,-0.5794915279785862,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
Used,2015.0,88-157-6816,1.1321156910837462,-1.2768452076119625,Major Service at 126629 km,Valid Until [date],Not Available,Sunroof,1.56263845512306,-0.7123584127156009,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
Needs Replacement,2016.0,80-286-5282,-1.3842268473047665,1.3827289972221763,Full Service History,No Current Insurance,Available,Sunroof,1.2170443169589014,2.1350200187712205,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
New,2015.0,49-635-1862,-1.1835727450351163,-0.163918930828818,Full Service History,Valid Until [date],Available,"Music System, GPS, Leather Seats, Sunroof",1.56263845512306,0.4436222556163099,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
Used,2016.0,71-480-2319,-0.7067784059975322,-0.9133716246593279,Full Service History,Valid Until [date],Not Available,Alloy Wheels,1.2170443169589014,-0.3318119368050214,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
Used,2022.0,43-337-5212,-0.4113164558907008,-0.7870437113217063,Full Service History,No Current Insurance,Not Available,Alloy Wheels,-0.8565205120260508,-0.4096421406702544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Needs Replacement,2020.0,92-940-5439,-1.1512858559236128,1.6660848054411408,No Service Record,Valid Until [date],Not Available,Alloy Wheels,-0.16533223569773342,1.324957254439797,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
New,2022.0,15-646-4336,1.4764311437892996,-0.6804162514535537,Full Service History,Valid Until [date],Available,"GPS, Music System",-0.8565205120260508,-0.6627549808146713,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
New,2021.0,30-917-4391,0.32939123887370675,0.26233117952751706,Major Service at 62741 km,Valid Until [date],Available,Sunroof,-0.5109263738618921,-0.38869622274464866,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Used,2016.0,70-614-9885,1.0275119326628184,0.7168311600973778,No Service Record,Valid Until [date],Available,Sunroof,1.2170443169589014,-0.4479597752455092,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
Used,2023.0,79-503-9727,-0.5144256176600643,0.7943343283938784,No Service Record,Valid Until [date],Available,"Alloy Wheels, Sunroof, Leather Seats",-1.2021146501902096,0.06095063442324561,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
New,2017.0,27-100-2155,0.06996167310157615,1.6280864357300884,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Alloy Wheels",0.8714501787947426,-0.059752049733579914,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
New,2015.0,32-848-7033,0.028563146572102408,-1.3812260106243353,Full Service History,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, Sunroof",1.56263845512306,-0.6352440737437528,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
Needs Replacement,2019.0,27-265-3760,-1.005229549407492,-1.3114151529881832,No Service Record,No Current Insurance,Not Available,Leather Seats,0.18026190246642526,-0.31606548097875187,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
Needs Replacement,2015.0,75-143-4418,-0.2730752692152898,0.3836722938326561,No Service Record,Valid Until [date],Available,"Music System, Leather Seats",1.56263845512306,-0.17616111653545688,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True
New,2021.0,31-396-4113,1.5401585841493726,1.6615049153574892,Full Service History,No Current Insurance,Available,"Leather Seats, GPS, Alloy Wheels, Music System",-0.5109263738618921,-0.4087889677485419,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
